
02:14:18.215| ====== starting level 1: 'levels/maps/mainmenu'  ======

02:14:32.729| ====== starting level 2: 'levels/maps/hangar'  ======
02:15:24.472| ====== TestDrive started ======
02:15:27.343| Damage. Victim: Cabin_Bell_Uh1_Oracle, attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 1.94 DMG_ENERGY|CONTINUOUS
02:58:05.481| Score:		player: 19,		nick:               James,		Got:   2,		reason: PART_DETACH
02:58:05.481| Score:		player: 19,		nick:               James,		Got:   1,		reason: PART_DETACH
02:58:05.481| Score:		player:  1,		nick:              roywee,		Got:   1,		reason: PART_DETACH
02:58:05.481| Score:		player:  1,		nick:              roywee,		Got:   1,		reason: PART_DETACH
02:58:05.481| Score:		player: 23,		nick:                Alec,		Got:  22,		reason: PART_DETACH
02:58:05.481| Score:		player: 19,		nick:               James,		Got:  96,		reason: PART_DETACH
02:58:05.481| Score:		player:  0,		nick:             _ZeRon_,		Got: 174,		reason: PART_DETACH
02:58:05.481| Score:		player:  1,		nick:              roywee,		Got:   1,		reason: PART_DETACH
02:58:05.481| Score:		player: 23,		nick:                Alec,		Got:  14,		reason: KILL
02:58:05.481| Score:		player: 19,		nick:               James,		Got:  45,		reason: KILL
02:58:05.481| Score:		player:  0,		nick:             _ZeRon_,		Got: 208,		reason: KILL
02:58:05.481| Stripe 'PvpAssist' value increased by 1 for player 23 [Alec].
02:58:05.481| Stripe 'PvpMachinegunLegendaryKill' value increased by 1 for player 23 [Alec].
02:58:05.481| Stripe 'PvpAssist' value increased by 1 for player 19 [James].
02:58:05.481| Stripe 'PvpCannonRareKill' value increased by 1 for player 19 [James].
02:58:05.481| Stripe 'PvpShotgunRareKill' value increased by 1 for player 0 [_ZeRon_].
02:58:05.481| Stripe 'PvpMeleeCommonKill' value increased by 1 for player 0 [_ZeRon_].
02:58:05.481| Stripe 'PvpAssist' value increased by 1 for player 1 [roywee].
02:58:05.481| Stripe 'PvpFireEpicKill' value increased by 1 for player 1 [roywee].
02:58:05.481| Stripe 'PvpAssist' value increased by 1 for player 7 [vikuwaroff09].
02:58:05.481| Stripe 'PvpCompanionEpicKill' value increased by 1 for player 7 [vikuwaroff09].
02:58:10.564| Score:		player:  3,		nick:        That_guyfire,		Got:   2,		reason: PART_DETACH
02:58:10.588| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 1.94 DMG_FLAME|CONTINUOUS
02:58:10.704| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 5.50 DMG_FLAME|CONTINUOUS
02:58:10.757| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 2.50 DMG_FLAME|CONTINUOUS|HUD_IMPORTANT
02:58:10.799| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 0.25 DMG_FLAME|CONTINUOUS
02:58:11.037| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 2.50 DMG_FLAME|CONTINUOUS|HUD_IMPORTANT
02:58:11.119| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 48.75 DMG_FLAME|CONTINUOUS
02:58:11.275| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 2.75 DMG_FLAME|CONTINUOUS|HUD_IMPORTANT
02:58:11.275| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 14.33 DMG_FLAME|CONTINUOUS
02:58:11.522| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 2.75 DMG_FLAME|CONTINUOUS|HUD_IMPORTANT
02:58:11.626| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 53.63 DMG_FLAME|CONTINUOUS
02:58:11.766| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 3.00 DMG_FLAME|CONTINUOUS|HUD_IMPORTANT
02:58:11.801| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 15.70 DMG_FLAME|CONTINUOUS
02:58:12.037| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 3.00 DMG_FLAME|CONTINUOUS|HUD_IMPORTANT
02:58:12.065| Score:		player:  3,		nick:        That_guyfire,		Got:   2,		reason: PART_DETACH
02:58:12.125| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 52.35 DMG_FLAME|CONTINUOUS
02:58:12.286| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 9.60 DMG_FLAME|CONTINUOUS
02:58:23.448| Damage. Victim: James               , attacker: Helpers_HurtEntitiesBox, weapon 'Helpers_HurtEntitiesBox', damage: 20.00 DMG_GENERIC|HUD_IMPORTANT
02:58:23.951| Damage. Victim: James               , attacker: Helpers_HurtEntitiesBox, weapon 'Helpers_HurtEntitiesBox', damage: 20.00 DMG_GENERIC|HUD_IMPORTANT
02:58:24.484| Damage. Victim: James               , attacker: Helpers_HurtEntitiesBox, weapon 'Helpers_HurtEntitiesBox', damage: 20.00 DMG_GENERIC|HUD_IMPORTANT
02:58:28.642| Stripe 'PvpDestroyDetailsVeryRare' value increased by 1 for player 0 [_ZeRon_].
02:58:28.642| Score:		player:  0,		nick:             _ZeRon_,		Got:   2,		reason: PART_DETACH
02:58:28.643| Score:		player:  0,		nick:             _ZeRon_,		Got:   2,		reason: PART_DETACH
02:58:28.644| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 92.00 DMG_DIRECT
02:58:28.644| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 3.85 DMG_DIRECT|HUD_IMPORTANT
02:58:29.682| Score:		player:  2,		nick:              JatNaM,		Got:   1,		reason: PART_DETACH
02:58:29.682| Score:		player:  2,		nick:              JatNaM,		Got:   1,		reason: PART_DETACH
02:58:29.682| Score:		player:  2,		nick:              JatNaM,		Got:  18,		reason: PART_DETACH
02:58:29.682| Score:		player: 22,		nick:              Daniel,		Got:  12,		reason: PART_DETACH
02:58:29.683| Score:		player: 22,		nick:              Daniel,		Got:  10,		reason: FIRST_DAMAGE
02:58:29.684| Stripe 'PvpStealthBreak' value increased by 1 for player 0 [_ZeRon_].
02:58:29.706| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Hover_rare', damage: 8.72 DMG_COLLISION|CONTACT
02:58:29.706| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Structure_Raider_Boxslope_2x3x5_L', damage: 120.03 DMG_COLLISION|CONTACT
02:58:29.888| Stripe 'PvpDestroyDetailsRare' value increased by 1 for player 22 [Daniel].
02:58:29.888| Score:		player:  2,		nick:              JatNaM,		Got:  12,		reason: PART_DETACH
02:58:29.889| Score:		player: 22,		nick:              Daniel,		Got:  13,		reason: PART_DETACH
02:58:29.919| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_VanBumper', damage: 50.00 DMG_COLLISION|CONTACT
02:58:29.919| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_AviaBox2x1x2', damage: 4.35 DMG_COLLISION|CONTACT
02:58:29.919| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_VanBumper', damage: 8.46 DMG_COLLISION|HUD_IMPORTANT|CONTACT
02:58:31.920| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 26.30 DMG_ENERGY
02:58:31.920| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 3.76 DMG_ENERGY|HUD_IMPORTANT
02:58:31.980| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 3.01 DMG_ENERGY
02:58:31.980| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 27.05 DMG_ENERGY|HUD_IMPORTANT
02:58:32.081| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 15.03 DMG_ENERGY
02:58:32.183| Stripe 'PvpDestroyDetailsVeryRare' value increased by 1 for player 0 [_ZeRon_].
02:58:32.183| Score:		player:  0,		nick:             _ZeRon_,		Got:   4,		reason: PART_DETACH
02:58:32.185| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 3.28 DMG_DIRECT
02:58:32.185| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 13.53 DMG_ENERGY|HUD_IMPORTANT
02:58:32.185| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 1.50 DMG_ENERGY
02:58:32.324| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 1.50 DMG_ENERGY
02:58:32.324| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 13.53 DMG_ENERGY|HUD_IMPORTANT
02:58:33.300| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 1.50 DMG_ENERGY
02:58:33.401| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 15.03 DMG_ENERGY
02:58:33.515| Score:		player: 22,		nick:              Daniel,		Got:   4,		reason: PART_DETACH
02:58:33.519| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 12.00 DMG_ENERGY
02:58:33.519| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 3.03 DMG_ENERGY|HUD_IMPORTANT
02:58:33.633| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 26.76 DMG_DIRECT
02:58:33.633| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 2.28 DMG_DIRECT|HUD_IMPORTANT
02:58:33.922| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 44.82 DMG_DIRECT
02:58:34.331| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 15.03 DMG_ENERGY
02:58:34.381| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 15.03 DMG_ENERGY
02:58:34.506| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 1.50 DMG_ENERGY
02:58:34.506| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 13.53 DMG_ENERGY|HUD_IMPORTANT
02:58:34.596| Score:		player: 22,		nick:              Daniel,		Got:   4,		reason: PART_DETACH
02:58:34.603| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 0.48 DMG_ENERGY
02:58:34.603| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 14.54 DMG_ENERGY|HUD_IMPORTANT
02:58:34.711| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 15.03 DMG_ENERGY
02:58:34.880| Score:		player:  0,		nick:             _ZeRon_,		Got:   4,		reason: PART_DETACH
02:58:34.881| Stripe 'PvpDestroyDetailsCommon' value increased by 1 for player 0 [_ZeRon_].
02:58:34.881| Score:		player:  0,		nick:             _ZeRon_,		Got:   4,		reason: PART_DETACH
02:58:34.883| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 52.20 DMG_DIRECT
02:58:35.160| Stripe 'PvpDestroyDetailsCommon' value increased by 1 for player 0 [_ZeRon_].
02:58:35.161| Score:		player:  0,		nick:             _ZeRon_,		Got:   4,		reason: PART_DETACH
02:58:35.165| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 56.53 DMG_DIRECT
02:58:35.451| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 52.50 DMG_DIRECT
02:58:35.452| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 16.70 DMG_DIRECT|HUD_IMPORTANT
02:58:35.476| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 15.03 DMG_ENERGY
02:58:35.527| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 15.03 DMG_ENERGY
02:58:35.635| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 15.03 DMG_ENERGY
02:58:35.711| Score:		player:  0,		nick:             _ZeRon_,		Got:   4,		reason: PART_DETACH
02:58:35.711| Stripe 'PvpDestroyDetailsCommon' value increased by 1 for player 0 [_ZeRon_].
02:58:35.711| Score:		player:  0,		nick:             _ZeRon_,		Got:   4,		reason: PART_DETACH
02:58:35.713| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 69.69 DMG_DIRECT
02:58:35.713| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 5.05 DMG_DIRECT|HUD_IMPORTANT
02:58:35.753| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 15.03 DMG_ENERGY
02:58:35.836| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Gun_Syfy_FusionRifle', damage: 15.03 DMG_ENERGY
02:58:35.973| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 75.46 DMG_DIRECT
02:58:36.028| Damage. Victim: vikuwaroff09:Cabin_Kamikaze_Companion, attacker: vikuwaroff09        , weapon 'n/a', damage: 112.00 DMG_GENERIC|IGNORE_DAMAGE_SCALE|SUICIDE
02:58:36.029| Kill. Victim: vikuwaroff09:Cabin_Kamikaze_Companion killer: n/a                 
02:58:36.029| 	 assist by vikuwaroff09         weapon: 'n/a', 0.00 sec ago, damage: 112.00 DMG_GENERIC|IGNORE_DAMAGE_SCALE|SUICIDE
02:58:36.029| Damage. Victim: vikuwaroff09:Cabin_Kamikaze_Companion, attacker: vikuwaroff09        , weapon 'n/a', damage: 112.00 DMG_GENERIC|IGNORE_DAMAGE_SCALE|SUICIDE
02:58:36.029| Kill. Victim: vikuwaroff09:Cabin_Kamikaze_Companion killer: n/a                 
02:58:36.029| 	 assist by vikuwaroff09         weapon: 'n/a', 0.00 sec ago, damage: 112.00 DMG_GENERIC|IGNORE_DAMAGE_SCALE|SUICIDE
02:58:36.249| Score:		player:  0,		nick:             _ZeRon_,		Got:   4,		reason: PART_DETACH
02:58:36.251| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 75.46 DMG_DIRECT
02:58:36.526| Stripe 'PvpDestroyDetailsEpic' value increased by 1 for player 0 [_ZeRon_].
02:58:36.526| Score:		player:  0,		nick:             _ZeRon_,		Got:  40,		reason: PART_DETACH
02:58:36.526| Score:		player:  0,		nick:             _ZeRon_,		Got:   4,		reason: PART_DETACH
02:58:36.528| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 71.27 DMG_DIRECT
02:58:36.528| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 4.19 DMG_DIRECT|HUD_IMPORTANT
02:58:38.165| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 71.27 DMG_DIRECT
02:58:38.165| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 4.19 DMG_DIRECT|HUD_IMPORTANT
02:58:38.567| Score:		player:  0,		nick:             _ZeRon_,		Got:   4,		reason: PART_DETACH
02:58:38.569| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 75.30 DMG_DIRECT
02:58:39.476| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 49.86 DMG_DIRECT
02:58:39.659| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 4.19 DMG_DIRECT
02:58:39.895| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 50.31 DMG_DIRECT
02:58:39.926| Score:		player:  0,		nick:             _ZeRon_,		Got:   2,		reason: PART_DETACH
02:58:39.932| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 16.77 DMG_DIRECT
02:58:40.182| Score:		player:  0,		nick:             _ZeRon_,		Got:   2,		reason: PART_DETACH
02:58:40.186| Stripe 'PvpDestroyDetailsEpic' value increased by 1 for player 0 [_ZeRon_].
02:58:40.186| Score:		player:  0,		nick:             _ZeRon_,		Got:  26,		reason: PART_DETACH
02:58:40.189| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 50.31 DMG_DIRECT
02:58:40.216| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 13.79 DMG_DIRECT
02:58:40.453| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 47.48 DMG_DIRECT
02:58:40.621| Score:		player:  0,		nick:             _ZeRon_,		Got:   2,		reason: PART_DETACH
02:58:40.624| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 25.15 DMG_DIRECT
02:58:40.698| Score:		player:  0,		nick:             _ZeRon_,		Got:   2,		reason: PART_DETACH
02:58:40.700| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 47.45 DMG_DIRECT
02:58:41.150| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Hover_rare', damage: 8.24 DMG_COLLISION|CONTACT
02:58:41.150| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_ChassisBase2', damage: 17.51 DMG_COLLISION|CONTACT
02:58:41.219| Score:		player: 22,		nick:              Daniel,		Got:   1,		reason: PART_DETACH
02:58:41.254| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_ChassisBase2', damage: 11.35 DMG_COLLISION|CONTACT
02:58:41.254| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Scientists_Box_8x1x4', damage: 2.19 DMG_COLLISION|CONTACT
02:58:41.692| Damage. Victim: _ZeRon_             , attacker: Daniel              , weapon 'CarPart_Structure_Syfy_Boxslope_Wide', damage: 1.73 DMG_COLLISION|CONTACT
02:58:41.692| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_ChassisBase2', damage: 3.54 DMG_COLLISION|CONTACT
02:58:41.852| Score:		player:  0,		nick:             _ZeRon_,		Got:   2,		reason: PART_DETACH
02:58:41.854| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 75.46 DMG_DIRECT
02:58:42.088| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 50.31 DMG_DIRECT
02:58:42.088| Damage. Victim: Daniel              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 25.15 DMG_DIRECT|HUD_IMPORTANT
